row_names	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	Species
ASV1315	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	NA
ASV1316	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV1317	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	Eutonina	NA
ASV1318	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Nereididae	Platynereis	NA
ASV1319	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1320	Eukaryota	Metazoa	Annelida	NA	NA	NA	NA	NA
ASV1321	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1322	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1323	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1324	Eukaryota	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia	NA
ASV1325	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1326	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV1327	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1328	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1329	Eukaryota	Metazoa	Nemertea	Enopla	Monostilifera	Emplectonematidae	Paranemertes	californica
ASV1330	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1331	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1332	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1333	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1334	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1335	Eukaryota	Chrysophyceae	Chrysophyceae	Chrysophyceae	NA	Chrysophyceae	Chrysophyceae	NA
ASV1336	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1337	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV1338	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Aequoreidae	Aequorea	NA
ASV1339	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1340	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	NA	NA
ASV1341	Eukaryota	Metazoa	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	Mesocentrotus	NA
ASV1342	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1343	Eukaryota	Oomycota	Oomycota	NA	NA	NA	NA	NA
ASV1344	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1345	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1346	Eukaryota	Dictyochophyceae	Dictyochophyceae	Dictyochophyceae	Dictyochales	NA	NA	NA
ASV1347	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1348	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1349	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV1350	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1351	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1352	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1353	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Polynoidae	NA	NA
ASV1354	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1355	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1356	Eukaryota	Metazoa	Phoronida	NA	NA	NA	Phoronopsis	NA
ASV1357	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1358	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1359	Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
ASV1360	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV1361	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1362	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Aequoreidae	Aequorea	sp.
ASV1363	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1364	Eukaryota	Metazoa	Arthropoda	Hexanauplia	NA	NA	NA	NA
ASV1365	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1366	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1367	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Neorhodomela	NA
ASV1368	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV1369	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1370	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1371	Eukaryota	Chrysophyceae	Chrysophyceae	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	NA
ASV1372	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1373	Eukaryota	Metazoa	Chordata	NA	NA	NA	NA	NA
ASV1374	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1375	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1376	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1377	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1378	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1379	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Tortanidae	Tortanus	NA
ASV1380	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1381	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1382	Eukaryota	Bigyra	Bigyra	Bigyra	Thraustochytrida	Thraustochytriaceae	NA	NA
ASV1383	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1384	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1385	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV1386	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1387	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1388	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1389	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1390	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1391	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1392	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Aequoreidae	Aequorea	NA
ASV1393	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1394	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1395	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV1396	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1397	Eukaryota	Bacillariophyta	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis	NA
ASV1398	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1399	Eukaryota	Discosea	Discosea	Flabellinia	NA	Vannellidae	Vannella	NA
ASV1400	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1401	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1402	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1403	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	longiremis
ASV1404	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1405	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1406	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	NA
ASV1407	Eukaryota	Bacillariophyta	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	NA
ASV1408	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1409	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1410	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV1411	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	NA	NA	NA	NA
ASV1412	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1413	Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	NA
ASV1414	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1415	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV1416	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	NA	NA	NA	NA
ASV1417	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1418	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1419	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	NA	NA
ASV1420	Eukaryota	Metazoa	Mollusca	Bivalvia	Galeommatida	NA	NA	NA
ASV1421	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1422	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	NA
ASV1423	Eukaryota	Metazoa	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV1424	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1425	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1426	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV1427	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1428	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	NA	NA
ASV1429	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Syllidae	Typosyllis	NA
ASV1430	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV1431	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1432	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1433	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	NA	NA
ASV1434	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1435	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1436	Eukaryota	Metazoa	Echinodermata	Echinoidea	Camarodonta	Strongylocentrotidae	Mesocentrotus	NA
ASV1437	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1438	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1439	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1440	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1441	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1442	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1443	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1444	Eukaryota	Fungi	NA	NA	NA	NA	NA	NA
ASV1445	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	NA	NA
ASV1446	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV1447	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1448	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1449	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1450	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1451	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1452	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1453	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1454	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Phyllodoce	NA
ASV1455	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1456	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1457	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1458	Eukaryota	Viridiplantae	Chlorophyta	NA	NA	NA	NA	NA
ASV1459	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1460	Eukaryota	Metazoa	Mollusca	Bivalvia	Myida	Myidae	Mya	NA
ASV1461	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1462	Eukaryota	Metazoa	Rotifera	NA	NA	NA	NA	NA
ASV1463	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1464	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1465	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV1466	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1467	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1468	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Centropages	NA
ASV1469	Eukaryota	Rhodophyta	Rhodophyta	Compsopogonophyceae	Erythropeltidales	Erythropeltidaceae	Smithora	NA
ASV1470	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1471	Eukaryota	Dictyochophyceae	Dictyochophyceae	Dictyochophyceae	Florenciellales	NA	Pseudochattonella	NA
ASV1472	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1473	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1474	Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	NA
ASV1475	Eukaryota	Metazoa	Mollusca	Bivalvia	Venerida	Veneridae	Saxidomus	NA
ASV1476	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Aequoreidae	Aequorea	NA
ASV1477	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Aequoreidae	Aequorea	NA
ASV1478	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1479	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1480	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1481	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1482	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1483	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1484	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1485	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1486	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1487	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1488	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1489	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV1490	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1491	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1492	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1493	Eukaryota	Viridiplantae	Chlorophyta	NA	NA	NA	NA	NA
ASV1494	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1495	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1496	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1497	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Pectinariidae	Pectinaria	NA
ASV1498	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1499	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1500	Eukaryota	Metazoa	Mollusca	Gastropoda	Littorinimorpha	Lacunidae	Lacuna	variegata
ASV1501	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1502	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1503	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1504	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	NA	NA	Levanderina	NA
ASV1505	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1506	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1507	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1508	Eukaryota	Metazoa	Annelida	Polychaeta	Eunicida	Dorvilleidae	Schistomeringos	NA
ASV1509	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA
ASV1510	Eukaryota	Metazoa	Rotifera	NA	NA	NA	NA	NA
ASV1511	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1512	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV1513	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1514	Eukaryota	Metazoa	Phoronida	NA	NA	NA	Phoronopsis	NA
ASV1515	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	NA	NA
ASV1516	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1517	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1518	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1519	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1520	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1521	Eukaryota	Bacillariophyta	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA
ASV1522	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1523	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1524	Eukaryota	Metazoa	Rotifera	NA	NA	NA	NA	NA
ASV1525	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1526	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV1527	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV1528	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1529	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1530	Eukaryota	Bacillariophyta	Bacillariophyta	NA	NA	NA	NA	NA
ASV1531	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV1532	Eukaryota	Metazoa	Mollusca	Bivalvia	Galeommatida	Montacutidae	NA	NA
ASV1533	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1534	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	NA	NA
ASV1535	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Chthamalidae	NA	NA
ASV1536	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1537	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1538	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1539	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1540	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1541	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1542	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1543	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1544	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1545	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1546	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1547	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1548	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1549	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1550	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1551	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV1552	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1553	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1554	Eukaryota	Metazoa	Arthropoda	Insecta	NA	NA	NA	NA
ASV1555	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1556	Eukaryota	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	NA
ASV1557	Eukaryota	Bacillariophyta	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV1558	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1559	Eukaryota	Metazoa	Annelida	Polychaeta	Eunicida	Dorvilleidae	Schistomeringos	NA
ASV1560	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV1561	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1562	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1563	Eukaryota	Metazoa	Annelida	NA	NA	NA	NA	NA
ASV1564	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1565	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV1566	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1567	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1568	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1569	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	NA
ASV1570	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1571	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV1572	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	NA
ASV1573	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	Eupolymnia	NA
ASV1574	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1575	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1576	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1577	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1578	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1579	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1580	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	NA
ASV1581	Eukaryota	Metazoa	Arthropoda	NA	NA	NA	NA	NA
ASV1582	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1583	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Sessilia	Archaeobalanidae	Semibalanus	NA
ASV1584	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1585	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1586	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1587	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	NA	NA
ASV1588	Eukaryota	Dinophyceae	Dinophyceae	Dinophyceae	NA	NA	NA	NA
ASV1589	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1590	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1591	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1592	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1593	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
ASV1594	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1595	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1596	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1597	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1598	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1599	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1600	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1601	Eukaryota	Metazoa	Porifera	Demospongiae	Suberitida	Halichondriidae	Halichondria	NA
ASV1602	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1603	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1604	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1605	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1606	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1607	Eukaryota	Metazoa	Cnidaria	Staurozoa	Stauromedusae	Haliclystidae	Haliclystus	NA
ASV1608	Eukaryota	Phaeophyceae	Phaeophyceae	Phaeophyceae	NA	NA	NA	NA
ASV1609	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA
ASV1610	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1611	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1612	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1613	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	NA
ASV1614	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1615	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1616	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Cirratulidae	Dodecaceria	NA
ASV1617	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	NA
ASV1618	Eukaryota	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	NA
ASV1619	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1620	Eukaryota	Rhodophyta	Rhodophyta	Florideophyceae	Gigartinales	Dumontiaceae	Cryptosiphonia	NA
ASV1621	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV1622	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1623	Eukaryota	Metazoa	Annelida	Polychaeta	NA	Opheliidae	Armandia	NA
ASV1624	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1625	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1626	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1627	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1628	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1629	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1630	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV1631	Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
ASV1632	Eukaryota	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	NA
